Name;URL;Author;Price;Number of Ratings;Average Rating;Type
Oswal - Gurukul 36 Sample Question Papers Science (PCB) CBSE Class 12 Term II Exam 2022 : Solved New SQP Pattern (Physics, Chemistry, Biology, English Core, Physical Education);https://www.amazon.in/Oswal-Question-Chemistry-Physical-Education/dp/9392563612/ref=zg_bs_books_11/260-9532013-5551551?pd_rd_i=9392563612&psc=1;Oswal - Gurukul;₹298.00;24;4.3 out of 5 stars;Paperback
Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems;https://www.amazon.in/Designing-Data-Intensive-Applications-Reliable-Maintainable/dp/9352135245/ref=zg_bs_books_12/260-9532013-5551551?pd_rd_i=9352135245&psc=1;Martin Kleppmann;₹1,600.00;1,111;4.7 out of 5 stars;Paperback
Arihant CBSE Term 2 Science Class 10 Sample Question Papers (As per CBSE Term 2 Sample Paper Issued on 14 Jan 2022);https://www.amazon.in/Arihant-Science-Sample-Question-Papers/dp/9325798980/ref=zg_bs_books_13/260-9532013-5551551?pd_rd_i=9325798980&psc=1;Manish Dangwal;₹128.00;22;4.3 out of 5 stars;Paperback
Rich Dad Poor Dad (Marathi);https://www.amazon.in/Rich-Dad-Poor-Marathi/dp/8183220371/ref=zg_bs_books_14/260-9532013-5551551?pd_rd_i=8183220371&psc=1;Robert T. Kiyosaki;₹202.00;2,901;4.5 out of 5 stars;Paperback
Touch and Feel Playbook (The Very Hungry Caterpillar);https://www.amazon.in/Touch-Feel-Playbook-Hungry-Caterpillar/dp/024195956X/ref=zg_bs_books_15/260-9532013-5551551?pd_rd_i=024195956X&psc=1;Eric Carle;₹383.00;1,771;4.5 out of 5 stars;Paperback
The Origin of Species;https://www.amazon.in/Origin-Species-Charles-Darwin/dp/8172344880/ref=zg_bs_books_16/260-9532013-5551551?pd_rd_i=8172344880&psc=1;Charles Darwin;₹159.00;5,445;4.5 out of 5 stars;Paperback
Believe in Yourself;https://www.amazon.in/Believe-Yourself-Dr-Joseph-Murphy/dp/8183225098/ref=zg_bs_books_17/260-9532013-5551551?pd_rd_i=8183225098&psc=1;not_available;₹100.00;4,812;4.3 out of 5 stars;Paperback
Meditations;https://www.amazon.in/Meditations-Marcus-Aurelius/dp/8175994754/ref=zg_bs_books_18/260-9532013-5551551?pd_rd_i=8175994754&psc=1;Marcus Aurelius;₹139.00;2,463;4.4 out of 5 stars;Paperback
Chakshu Uttar Pradesh Gram Samaj Evam Vikas Complete Book;https://www.amazon.in/Chakshu-Uttar-Pradesh-Samaj-Complete/dp/B08CY3G8BV/ref=zg_bs_books_19/260-9532013-5551551?pd_rd_i=B08CY3G8BV&psc=1;not_available;₹90.00;146;4.0 out of 5 stars;Paperback
CBSE All In One English Language & Literature Class 9 2022-23 Edition;https://www.amazon.in/English-Language-Literature-Class-2022-23/dp/9326193187/ref=zg_bs_books_20/260-9532013-5551551?pd_rd_i=9326193187&psc=1;not_available;₹470.00;2;5.0 out of 5 stars;Paperback
Dr. Srikanth Miryala;https://www.amazon.in/KGH-Kathalu-Dr-Srikanth-Miryala/dp/B09YHZ24YZ/ref=zg_bs_books_21/260-9532013-5551551?pd_rd_i=B09YHZ24YZ&psc=1;not_available;₹150.00;Dr. Srikanth Miryala;not_available;Paperback
Arihant CBSE Term 2 Mathematics Class 12 Sample Question Papers (As per CBSE Term 2 Sample Paper Issued on 14 Jan 2022);https://www.amazon.in/Arihant-Mathematics-Sample-Question-Papers/dp/932579909X/ref=zg_bs_books_22/260-9532013-5551551?pd_rd_i=932579909X&psc=1;Raju Regar;₹130.00;13;4.8 out of 5 stars;Paperback
Cracking the CSAT Paper 2;https://www.amazon.in/Cracking-CSAT-Paper-Mridula-Sharma/dp/9325797925/ref=zg_bs_books_23/260-9532013-5551551?pd_rd_i=9325797925&psc=1;not_available;₹519.00;192;4.4 out of 5 stars;Paperback
Hallo Deutsch! (With Cd) - German;https://www.amazon.in/Hallo-Deutsch-Parul-Sharma-Vaishali/dp/8183075681/ref=zg_bs_books_24/260-9532013-5551551?pd_rd_i=8183075681&psc=1;not_available;₹174.00;872;4.4 out of 5 stars;Paperback
The Art of War;https://www.amazon.in/Art-War-Sun-Tzu/dp/8172345240/ref=zg_bs_books_25/260-9532013-5551551?pd_rd_i=8172345240&psc=1;Sun Tzu;₹79.00;8,603;4.3 out of 5 stars;Paperback
How to Win Friends and Influence People;https://www.amazon.in/How-Win-Friends-Influence-People/dp/8129140179/ref=zg_bs_books_26/260-9532013-5551551?pd_rd_i=8129140179&psc=1;Dale Carnegie;₹150.00;65,237;4.5 out of 5 stars;Paperback
Cursive Writing Books (Set of 5 Books) (Handwriting Practice Books) - Small Letters, Capital Letters, Joining Letters, Sentences, Words for Age 3-7: ... Letters, Joing Letters, Sentences, Words;https://www.amazon.in/Cursive-Writing-Books-Set/dp/9388304128/ref=zg_bs_books_27/260-9532013-5551551?pd_rd_i=9388304128&psc=1;Maple Press;₹420.00;536;4.5 out of 5 stars;Paperback
QSHIXLE Sank Magic Practice Copybook, (4 BOOK + 10 REFILL+ 2 pen +2 grip) Number Tracing Book for Preschoolers with Pen, Magic Calligraphy Copybook Set Practical Reusable Writing Tool Simple Hand Lettering;https://www.amazon.in/Practice-Preschoolers-Calligraphy-Practical-Lettering/dp/B09X2YJJ1J/ref=zg_bs_books_28/260-9532013-5551551?pd_rd_i=B09X2YJJ1J&psc=1;not_available;₹349.00;30;5.0 out of 5 stars;Stationery
Last Years Solved Papers: CBSE Class 10 for 2022 Examination (10 Solved Question Papers) (English, Hindi, Science, Social Science, Maths);https://www.amazon.in/Last-Years-Solved-Papers-Examination/dp/9391184510/ref=zg_bs_books_29/260-9532013-5551551?pd_rd_i=9391184510&psc=1;Oswal;₹460.00;116;4.2 out of 5 stars;Paperback
S. Chand's Mental Mathematics For Class 2;https://www.amazon.in/S-Chands-Mental-Mathematics-Class/dp/9352831543/ref=zg_bs_books_30/260-9532013-5551551?pd_rd_i=9352831543&psc=1;R.S Aggarwal;₹234.00;1,344;4.5 out of 5 stars;Paperback
Mathematics for Class 12 by RD Sharma (Set of 2 Vol.) - Examination 2022-23;https://www.amazon.in/Author-SHARMA-Mathematics-Class-Bansal/dp/B096Y7ZVH6/ref=zg_bs_books_1/260-7592420-2550448?pd_rd_i=B096Y7ZVH6&psc=1;not_available;₹911.95;49;4.4 out of 5 stars;Paperback
Arihant CBSE Term 2 Physics Class 12 Sample Question Papers (As per CBSE Term 2 Sample Paper Issued on 14 Jan 2022);https://www.amazon.in/Arihant-Physics-Sample-Question-Papers/dp/9325799073/ref=zg_bs_books_2/260-7592420-2550448?pd_rd_i=9325799073&psc=1;Dharmendra Singh;₹147.00;14;3.5 out of 5 stars;Paperback
The Psychology Of Money : Timeless Lessons On Wealth, Greed, And Happiness;https://www.amazon.in/Psychology-Money-Timeless-Lessons-Happiness/dp/B09HMG2YFL/ref=zg_bs_books_3/260-7592420-2550448?pd_rd_i=B09HMG2YFL&psc=1;Morgan Housel;₹233.00;32,242;4.6 out of 5 stars;Paperback
To Kill A Mockingbird: 50th Anniversary Edition: 60th Anniversary Edition;https://www.amazon.in/Kill-Mockingbird-Harper-Lee/dp/0099549484/ref=zg_bs_books_4/260-7592420-2550448?pd_rd_i=0099549484&psc=1;Harper Lee;₹299.00;47,906;4.5 out of 5 stars;Paperback
Suchit kumar;https://www.amazon.in/Speedy-yearly-current-affairs-one-liner/dp/B09XKMPCS9/ref=zg_bs_books_5/260-7592420-2550448?pd_rd_i=B09XKMPCS9&psc=1;not_available;₹75.00;Suchit kumar;not_available;Paperback
Quarterly Current Affairs 2022 Vol. 1 - January to March for Competitive Exams with Video eCourse 6th Edition;https://www.amazon.in/Quarterly-Current-Affairs-2022-Vol/dp/9355641613/ref=zg_bs_books_6/260-7592420-2550448?pd_rd_i=9355641613&psc=1;Disha Experts;₹168.00;14;4.2 out of 5 stars;Paperback
101 Copy Coloring: Fun Activity Book For Children;https://www.amazon.in/101-Copy-Coloring-Activity-Children/dp/9389053137/ref=zg_bs_books_7/260-7592420-2550448?pd_rd_i=9389053137&psc=1;Wonder House Books;₹159.00;1,048;4.5 out of 5 stars;Paperback
101 Witty Stories Of Akbar and Birbal - Collection Of Humorous Stories For Kids;https://www.amazon.in/101-Witty-Stories-Akbar-Birbal/dp/9390391709/ref=zg_bs_books_8/260-7592420-2550448?pd_rd_i=9390391709&psc=1;Wonder House Books;₹392.00;721;4.6 out of 5 stars;Hardcover
Meri Pratham Hindi Sulekh Boxset: Four Hindi Workbooks to Practice Words And Sentences (Shabd Gyan, Maatra Gyan, Sayukt Akshar Gyan, Vaakya Gyan);https://www.amazon.in/Meri-Pratham-Hindi-Sulekh-Boxset/dp/9388810554/ref=zg_bs_books_9/260-7592420-2550448?pd_rd_i=9388810554&psc=1;Wonder House Books;₹239.00;1,109;4.4 out of 5 stars;Paperback
Bd Chaurasias Handbook Of General Anatomy 6Ed (Pb 2020);https://www.amazon.in/CHAURASIAS-HANDBOOK-GENERAL-ANATOMY-2020/dp/8194125413/ref=zg_bs_books_10/260-7592420-2550448?pd_rd_i=8194125413&psc=1;not_available;₹309.00;1,581;4.6 out of 5 stars;Paperback
Limitless: The Power of Unlocking Your True Potential;https://www.amazon.in/Limitless-Power-Unlocking-Your-Potential/dp/9391028500/ref=zg_bs_books_11/260-7592420-2550448?pd_rd_i=9391028500&psc=1;Radhika Gupta;₹330.00;1;5.0 out of 5 stars;Paperback
Arihant CBSE Term 2 Mathematics Standard Class 10 Sample Question Papers (As per CBSE Term 2 Sample Paper Issued on 14 Jan 2022);https://www.amazon.in/Arihant-Mathematics-Standard-Sample-Question/dp/9325798964/ref=zg_bs_books_12/260-7592420-2550448?pd_rd_i=9325798964&psc=1;Hanuman Parik;₹135.00;23;4.2 out of 5 stars;Paperback
T.S. Grewal's Analysis of Financial Statements: Textbook for CBSE Class 12 (2022-23 Session);https://www.amazon.in/T-S-Grewals-Analysis-Financial-Statements/dp/9390851564/ref=zg_bs_books_13/260-7592420-2550448?pd_rd_i=9390851564&psc=1;not_available;₹500.00;11;4.0 out of 5 stars;Paperback
BlackBook of English Vocabulary February 2021 by Nikhil Gupta : Old Edition;https://www.amazon.in/BlackBook-English-Vocabulary-February-Nikhil/dp/8194476445/ref=zg_bs_books_14/260-7592420-2550448?pd_rd_i=8194476445&psc=1;not_available;₹248.00;1,640;4.6 out of 5 stars;Paperback
Joining Letters Cursive Writing Book 1 for Children Age 3 - 5 years - Handwriting Practice Book;https://www.amazon.in/Cursive-Writing-Book-Joining-Letters/dp/1730127258/ref=zg_bs_books_15/260-7592420-2550448?pd_rd_i=1730127258&psc=1;not_available;₹84.00;1,764;4.3 out of 5 stars;Paperback
My Big Book of Creative Crayons;https://www.amazon.in/My-Big-Book-Creative-Crayons/dp/9388810589/ref=zg_bs_books_16/260-7592420-2550448?pd_rd_i=9388810589&psc=1;Wonder House Books;₹169.00;1,046;4.5 out of 5 stars;Paperback
The Picture of Dorian Gray (Deluxe Hardbound Edition);https://www.amazon.in/Picture-Dorian-Gray-Deluxe-Hardbound/dp/9354402178/ref=zg_bs_books_17/260-7592420-2550448?pd_rd_i=9354402178&psc=1;not_available;₹259.00;149;4.6 out of 5 stars;Hardcover
Oswaal CBSE Term 2 Mathematics Basic Class 10 Sample Question Papers Book (For Term-2 2022 Exam);https://www.amazon.in/Oswaal-Mathematics-Sample-Question-Papers/dp/9354639240/ref=zg_bs_books_18/260-7592420-2550448?pd_rd_i=9354639240&psc=1;Oswaal Editorial Board;₹147.00;27;4.7 out of 5 stars;Paperback
Brilliant Brain Activity Book 4+;https://www.amazon.in/Brilliant-Brain-Activity-Book-4/dp/9389281024/ref=zg_bs_books_19/260-7592420-2550448?pd_rd_i=9389281024&psc=1;Dreamland Publications;₹161.00;2,616;4.6 out of 5 stars;Paperback
Think Tank of Kiran Institute of Career Excellence Pvt Ltd;https://www.amazon.in/Crack-Commerce-Domain-English-Medium/dp/9394106022/ref=zg_bs_books_20/260-7592420-2550448?pd_rd_i=9394106022&psc=1;not_available;₹500.00;Think Tank of Kiran Institute of Career Excellence Pvt Ltd;not_available;Paperback
not_available;https://www.amazon.in/Speed-Writing-Improved-Handwriting-handwriting/dp/B07BY3S3BR/ref=zg_bs_books_21/260-7592420-2550448?pd_rd_i=B07BY3S3BR&psc=1;not_available;₹250.00;637;4.3 out of 5 stars;Paperback
Gramsevak Exam (Latest Edition) Latest 2022 Editon;https://www.amazon.in/Gramsevak-Exam-Latest-Rushi-Chalaliya/dp/938552027X/ref=zg_bs_books_22/260-7592420-2550448?pd_rd_i=938552027X&psc=1;not_available;₹174.00;7;4.8 out of 5 stars;Paperback
Mihira A R Khopkar;https://www.amazon.in/Faster-Stronger-Higher-Nutrition-Framework/dp/B09YGZKZVM/ref=zg_bs_books_23/260-7592420-2550448?pd_rd_i=B09YGZKZVM&psc=1;not_available;₹299.00;Mihira A R Khopkar;not_available;Paperback
CBSE 21 Sample Papers 4 Book Set Including Maths Standard Class 10 Term 2 2022 (All 20 Papers Solved);https://www.amazon.in/Sample-Papers-Including-Standard-Solved/dp/9384843784/ref=zg_bs_books_24/260-7592420-2550448?pd_rd_i=9384843784&psc=1;not_available;₹500.00;31;4.3 out of 5 stars;Paperback
Sunderkand (Hindi);https://www.amazon.in/Sunderkand-Hindi-Goswami-Tulsidas/dp/9389053056/ref=zg_bs_books_25/260-7592420-2550448?pd_rd_i=9389053056&psc=1;Goswami Tulsidas;₹109.00;1,853;4.7 out of 5 stars;Paperback
CBSE All In One Physics Class 12 2022-23 Edition;https://www.amazon.in/CBSE-All-Physics-Class-2022-23/dp/9326193020/ref=zg_bs_books_26/260-7592420-2550448?pd_rd_i=9326193020&psc=1;not_available;₹465.00;5;3.7 out of 5 stars;Paperback
Indian Economy ( English| 2nd Edition) | UPSC | Civil Services Exam | State Administrative Exams;https://www.amazon.in/INDIAN-ECONOMY-Services-Competitive-Examinations/dp/9390727863/ref=zg_bs_books_27/260-7592420-2550448?pd_rd_i=9390727863&psc=1;not_available;₹610.00;796;4.6 out of 5 stars;Paperback
The Original Rider Waite Tarot Pack;https://www.amazon.in/Original-Rider-Waite-Tarot-Pack/dp/0712670572/ref=zg_bs_books_28/260-7592420-2550448?pd_rd_i=0712670572&psc=1;A.E. Waite;₹890.00;6,258;4.5 out of 5 stars;Cards
You Only Live Once: One for Passion Two for Love Three for Friendship;https://www.amazon.in/You-Only-Live-Once-Friendship/dp/0143453580/ref=zg_bs_books_29/260-7592420-2550448?pd_rd_i=0143453580&psc=1;Stuti Changle;₹243.00;2,381;4.4 out of 5 stars;Paperback
Show Your Work!: 10 Ways To Share Your Creativity And Get Discovered (Austin Kleon);https://www.amazon.in/Show-Your-Work-Austin-Kleon/dp/076117897X/ref=zg_bs_books_30/260-7592420-2550448?pd_rd_i=076117897X&psc=1;Austin Kleon;₹888.00;4,301;4.6 out of 5 stars;Paperback
